partition,pca_1,pca_2,kmeans_segment,gmm_segment
train,-0.21628936009117763,0.0823923759962104,4,6
train,3.4717760163574556,-0.7583806633726279,3,4
train,1.1845661848777516,-0.6106143191233006,3,0
train,0.8168484435396806,0.5757505007222905,4,3
train,1.348107393557532,-0.731794198153046,3,1
train,-2.112465636937142,0.301923110661954,1,2
train,0.3207375921254605,-0.12200314061704647,4,1
train,-0.011230111561484856,1.263881333366142,4,5
train,0.7715876234575911,-0.11777556735719516,4,0
train,-0.5427249743258292,-0.2553100533512833,1,2
train,-0.6507395421675213,0.4551204360879384,4,7
train,0.08186359821649553,-0.7060952638075522,3,6
train,-1.4060113444182516,0.7616953353423056,1,2
train,-0.582827183466434,1.0015947874317765,4,5
train,-0.25346695577321177,-0.3118656126885433,3,6
train,-1.5230182897655549,0.6772889343926332,1,7
train,0.9675519062144294,-0.7743116548832067,0,0
train,-1.5282984638852382,1.22143063309277,4,5
train,1.7203740533450163,-0.5777473895692501,3,0
train,0.0953382953951416,-0.2785095278882137,3,6
train,0.0361502758762368,1.9823319758359763,4,5
train,0.07106999664540015,0.18284725632756707,3,6
train,-0.10393400372249566,-0.42375835381664484,3,6
train,-0.6822472591830776,1.0454886222374729,4,7
train,0.9904815095497416,-0.0232932985985485,0,0
train,1.3592003428688937,-2.302553348058851,2,1
train,1.8166062993263772,-0.506537322680239,3,0
train,0.29179188606842416,-0.2874349998111675,3,6
train,0.691304068294537,-0.6778460152953536,3,6
train,-1.7026351111424733,0.8834732709134594,1,3
train,-2.3699798914531764,0.6293217364609313,1,2
train,1.840387776241827,-0.10961062398874002,3,0
train,-0.7902056850728962,-0.09468641821937093,1,6
train,0.8299674871950603,-0.19585490167832093,3,0
train,1.4784708461158287,-0.2323556020035935,3,0
train,-0.010574311479121521,-0.4954298773744328,3,6
train,-0.09795643043641301,-0.2381677078761428,3,6
train,-1.4477512739476432,0.06960270486123908,1,7
train,1.797642573991477,0.19424312954869707,3,0
train,1.1066704971541463,-0.9120097999193063,3,0
train,-0.9815836187815383,-0.19156405031595714,1,2
train,-2.027566187515504,0.7112318637686195,1,2
train,0.0453419522605783,0.5848248079852435,4,7
train,-1.5230225946820302,0.10286544624366074,1,2
train,0.31402047204912387,-0.7924694614054597,0,0
train,-0.11927776377771486,-0.23991783912934883,3,7
train,-0.3531896658217384,-0.29494610019087725,3,6
train,-1.435271544098916,0.4023757397534779,1,2
train,1.021613466878705,-0.8323435334982164,3,0
train,-0.07844894243758227,-0.03289354256811364,3,7
train,0.46850723540082984,-0.7390819472917818,3,6
train,1.3529194745578237,-0.7707317288576817,3,0
train,-1.4190320965991876,0.42636492054825287,1,7
train,-1.8474829011784026,0.36542874087624716,1,2
train,0.8772980589179318,-0.6363093287173741,0,0
train,1.3527958504260136,0.12901298725990845,0,0
train,0.7754269556206257,-1.0049366349553104,3,0
train,1.1164969545283885,-0.33732159194749994,0,0
train,0.8825196352678489,-0.16553717890172054,3,6
train,0.9292684601605726,-0.42125521730201493,3,0
train,2.417801904679214,-0.56473889030316,0,0
train,0.2842997221830743,-0.5471067529540827,2,1
train,-0.9987011217225186,0.8884880925194357,1,7
train,-0.6105200608438284,-0.4262049037872789,1,6
train,1.5064482443118885,1.1325631314161684,4,3
train,0.535797326567022,-0.4170684932184337,3,6
train,1.0853643012560212,-0.9454262604917464,3,1
train,-1.6235591583999982,0.1858848947581247,1,7
train,-1.1058378186584592,0.08876991222414275,1,2
