run_id,run_name,model_family,model_name,status,metric_accuracy,metric_f1,metric_positive_weight,metric_precision,metric_recall,metric_roc_auc,metric_threshold,metric_training_seconds,metric_validation_loss,parameter_batch_size,parameter_cv_folds,parameter_cv_max_epochs,parameter_dropout,parameter_embedding_size,parameter_fold,parameter_hidden_size,parameter_horizon_days,parameter_learning_rate,parameter_max_epochs,parameter_max_snapshots_per_customer,parameter_minimum_delta,parameter_minimum_history_events,parameter_patience,parameter_sequence_length,parameter_snapshot_frequency,parameter_weight_decay,parameter_category_count,parameter_continuous_means,parameter_continuous_scales,metric_flagged_count,metric_flagged_rate,metric_threshold_percentile,metric_train_reconstruction_loss,metric_validation_error_max,metric_validation_error_mean,metric_validation_error_median,metric_validation_error_min,metric_validation_reconstruction_loss,parameter_best_epoch,parameter_device,parameter_features,parameter_input_size,parameter_latent_size,parameter_threshold_percentile,parameter_dropout_first,parameter_dropout_second,parameter_positive_weight
ba50ed84177547c5a8a5c5fcc6275613,behavioral_autoencoder,autoencoder,behavioral_autoencoder,FINISHED,,,,,,,0.1707874834537506,1.0295147999422625,,128,,,,,,32,,0.001,40,,0.0001,,6,,,0.0001,,,,8.0,0.01078167115902965,99.0,0.029506470521173583,3.7001678943634033,0.021690890192985535,0.007735267281532288,0.00043665943667292595,0.02169088652794252,40,cpu,"['recency_days', 'frequency_orders', 'net_spend', 'avg_order_value', 'avg_basket_units', 'purchase_frequency_trend', 'variance_interpurchase_gap_days', 'return_rate', 'markdown_affinity_proxy', 'seasonal_purchase_concentration']",10,8,99.0,,,
cf6677afdfaf49fb9f47103aed312608,ann_churn,deep_churn,ann,FINISHED,0.7237196765498652,0.7453416149068323,,0.7712082262210797,0.7211538461538461,0.7920673076923077,0.5,1.0408836000133306,,128,,,,,,,,0.001,40,,0.0001,,6,,,0.0001,,,,,,,,,,,,,11,cpu,,47,,,0.3,0.2,0.7665647268295288
65baae66ab96416fa0fe8e9d4b596a52,purchase_lstm_validation,purchase_lstm,purchase_lstm,FINISHED,0.7277550036170726,0.4993348115299335,3.0330493450164795,0.4330769230769231,0.5895287958115183,0.737624329147476,0.5,16.602814999991097,0.8738777116749527,256,5,4,0.2,8,,64,30,0.001,15,8,0.0001,2,4,20,MS,0.0001,31,"[5.554374694824219, 46.482032775878906]","[1.0030333995819092, 64.74840545654297]",,,,,,,,,,,,,,,,,,
1824c0acc5e046e99611d39bae98f620,purchase_lstm_cv_fold_1,purchase_lstm_cv,purchase_lstm,FINISHED,0.7318276220145379,0.49188391539596654,2.9640581607818604,0.4366812227074236,0.5630630630630631,0.7305859123293335,0.5,3.869560500024818,0.8773210020203952,256,5,4,0.2,8,1,64,30,0.001,15,8,0.0001,2,4,20,MS,0.0001,,,,,,,,,,,,,,,,,,,,,
de8f8e78351149a6a968760116b04acf,purchase_lstm_cv_fold_2,purchase_lstm_cv,purchase_lstm,FINISHED,0.6949846468781986,0.47627416520210897,3.0246753692626953,0.41216730038022814,0.5639958376690947,0.6967665313002833,0.5,3.633845099946484,0.9385895566784127,256,5,4,0.2,8,2,64,30,0.001,15,8,0.0001,2,4,20,MS,0.0001,,,,,,,,,,,,,,,,,,,,,
34777bef1e3346528e68030e32b0a880,purchase_lstm_cv_fold_3,purchase_lstm_cv,purchase_lstm,FINISHED,0.7144706186901372,0.513453903837671,3.029038190841675,0.44325971058644326,0.610062893081761,0.7455748911964819,0.5,3.621749799931422,0.8860484795221046,256,5,4,0.2,8,3,64,30,0.001,15,8,0.0001,2,4,20,MS,0.0001,,,,,,,,,,,,,,,,,,,,,
519a57f709c94634aa628037b4d4eeae,purchase_lstm_cv_fold_4,purchase_lstm_cv,purchase_lstm,FINISHED,0.714650984402966,0.5287162162162162,3.048079490661621,0.4523121387283237,0.6361788617886179,0.7578922479522028,0.5,3.668759200023487,0.8846161372824356,256,5,4,0.2,8,4,64,30,0.001,15,8,0.0001,2,4,20,MS,0.0001,,,,,,,,,,,,,,,,,,,,,
1f7e7c7372534f6296fa624471b7996b,purchase_lstm_cv_fold_5,purchase_lstm_cv,purchase_lstm,FINISHED,0.7193073145515637,0.5463659147869674,3.1019277572631836,0.47737226277372263,0.638671875,0.7544065451999121,0.5,4.1446194999152794,0.9053747050057828,256,5,4,0.2,8,5,64,30,0.001,15,8,0.0001,2,4,20,MS,0.0001,,,,,,,,,,,,,,,,,,,,,
